id,tags,quote,author
30501,['death'],"His soul sat up. It met me. Those kinds of souls always do - the best ones. The ones who rise up and say """"I know who you are and I am ready. Not that I want to go, of course, but I will come."""" Those souls are always light because more of them have been put out. More of them have already found their way to other places.","Markus Zusak, The Book Thief"
445677,"['Me', 'Nature', 'You']","True enough, nature has endowed me with a fair measure of patience and composure, yet I should be lying if I told you that, having seen the reporter off on his way to make his deadline, I fell peacefully asleep.",Leon Jouhaux
22605,"['affirmations', 'awaken', 'awakening', 'awareness', 'encouraging', 'enlightenment', 'future', 'happy', 'healing', 'inspirational-quotes', 'life', 'life-lessons', 'life-quotes', 'love', 'memories', 'motivating', 'past', 'past-and-future', 'positive-affirmations', 'positive-thinking', 'quotes', 'self-esteem', 'self-healing', 'self-help', 'self-improvement', 'self-love', 'soul', 'soul-searching', 'spiritual', 'spiritual-quotes', 'spirituality', 'wisdom-quotes']","Jealousy, and attempting to match others in life and stride, is self-abandonment.","Grace Sara, Awakening in the 21st Century: Surviving a Spiritually Dormant Society"
241994,"['culture', 'parents-and-children', 'sinhalese', 'uprooted', 'village']",hy was Malin deliberately trying to hurt the feelings of his parents? Aravinda could not find an answer. Hurting his own parents' feelings was something alien to Aravinda. He lived among rural folk who encouraged children not to flout the wishes of parents and elders,"මාර්ටින් වික්‍රමසිංහ, Yuganthaya"
475690,"['Choices', 'Fall', 'Funny']",ouTube's a funny place because so many creators fall into their aesthetics out of necessity and the visuals are driven out of an urge to create. You get a lot of interesting examples of interesting design choices that have roots in practicality as well as an artistic sentiment,Freddie Wong
286767,"['southern-cozy-mystery', 'vampires']","Is there a doctor in the house?"""" Bobby's voice floated into the room. My heart fluttered, just as it had the first time I'd met him, just as it did every time. The low timbre of his voice, combined with his rolling southern accent, made my pulse race and my palms sweat....	""""She is. Is there someone in need of medical attention?"""" I answered, trying not to sound breathless but failing, as I always did....	Not answering but stopping right in front of me, placing his hands on my shoulders and leaning forward, the sexiest man in Georgia kissed me just a teeny bit senseless amid the dead bodies, antiseptic smells, and right in front of Reggie.","Julia Mills, Vidalia"
332509,['decisions'],"Even though conditions such as lack of sleep, insufficient food and various mental stresses may suggest that the inmates were bound to react in certain ways, in the final analysis it becomes clear that the sort of person the prisoner became was the result of an inner decision, and not the result of camp influences alone.","Viktor E. Frankl, Man's Search for Meaning"
417325,"['confidence', 'self']",onceit spoils the finest genius. There is not much danger that real talent or goodness will be overlooked long  even if it is  the consciousness of possessing and using it well should satisfy one,Louisa May Alcott
484262,"['Blood', 'Jewish', 'Person']",'m not a religious person. My mom was of Jewish blood and my dad was Protestant,Daniel Radcliffe
404921,['god'],very morning I spend fifteen minutes filling my mind full of God  and so there's no room left for worry thoughts,Howard Chandler Christy
130526,"['hug', 'humor', 'lights', 'power']","You've got some power,"""" Jakkin said. """"One hug—and the lights go out!","Jane Yolen, A Sending of Dragons"
125485,"['christian', 'inspirational']","God is big enough to handle anything you throw at him . . . the one thing you have to remember though, son. When you throw something, it's no longer in your hands.","Sarah Monzon, All of You"
67377,"['fear', 'mind']","When you buy into any version of fear, it can become your experience because your molecules are intelligent and your energy responds to the predominant feeling in your being. The focus of your mind is exactly what gives the orders to create what you experience.","Barbara Marciniak, Family of Light: Pleiadian Tales and Lessons in Living"
71149,"['live-the-moment', 'love-quotes', 'romance-novels', 'romance-quotes']","Honestly, I don’t know if I have a favorite,” he emphasizes the word. “I like a lot of different music, and find myself listening to different things depending on my mood or where I’m at in my life.” I secretly love that answer. A lot actually.","J. Saman, Start Again"
142208,"['discrimination', 'enjoyment', 'exclusion', 'happiness', 'inequality', 'nature', 'pleasure', 'racism', 'sex', 'unique']","Nothing is as unique as sex in nature; it is full of enjoyment, pleasure and happiness. There is no discrimination, no exclusion, no inequality and no racism.","M.F. Moonzajer, LOVE, HATRED AND MADNESS"
107826,"['holy', 'nature', 'pollution', 'sin']","Talking about pollution, nobody's holy.They who pollute, sinned against nature.",Toba Beta
9354,"['gone-series', 'government', 'humor', 'money']","We do need a system, and we do need you and your 'Bertos, and sometimes we need Sam to just come along and kick some ass. - Quinn","Michael  Grant, Lies"
98570,"['art', 'love', 'memory', 'nostalgia', 'poetry', 'travel']","You'll live through my words and my pictures, and I'll live somewhere the skies are blue.","Maria Elena, Eternal Youth"
401599,"['failures', 'mistakes']",he ultimate umpire of all things in life is - fact,Agnes C. Laut
216312,"['death', 'life', 'paradise', 'suicide']","Forerun thy peers, thy time, and letThy feet, millenniums hence, be set In midst of knowledge, dream'd not yet.",Alfred Tennyson
61995,"['common-sense', 'global-warming', 'politics', 'science', 'values']",n four months we could actually have an administration that believes in science,Mark Warner
15749,"['education', 'truth', 'wisdom']","Perhaps the excellence of aphorisms consists not so much in the expression of some rare or abstruse sentiment, as in the comprehension of some obvious and useful truth in a few words.We frequently fall into error and folly, not because the true principles of action are not known, but because, for a time, they are not remembered; and he may therefore be justly numbered among the benefactors of mankind who contracts the great rules of life into short sentences, that may be easily impressed on the memory, and taught by frequent recollection to recur habitually to the mind.",Samuel Johnson
259880,['inspirational-attitude'],"You cannot go back and make a new start, but you can start now and make a new ending","Michelle Cohen Corasanti, The Almond Tree"
420771,['truth'],very truth passes through three stages before it is recognized. In the first it is ridiculed  in the second it is opposed  in the third it is regarded as self-evident,Arthur Schopenhauer
78308,['dreams'],"All that I did,"""" she said, """"everything I tried to do. All for nothing."""" Nothing is done entirely for nothing, said the fox of dreams. Nothing is wasted. You are older, and you have made decisions, and you are not the fox you were yesterday. Take what you have learned, and move on.","Neil Gaiman, The Sandman: The Dream Hunters"
45195,"['christian-living', 'leadership', 'religion']",l amor de Cristo nos ayuda a mirar más allá del amor de otros,"Victor Manuel Rivera, En Busca de La Verdadera Libertad"
407695,['humorous'],merican women expect to find in their husbands a perfection that English women only hope to find in their butlers,W. Somerset Maugham
110249,"['inspirational', 'mind', 'motivational', 'peace', 'self-improvement']","Look into my eyes andYou'll see my mind.A tranquil city,That rebuilt itself and left the past behind.","Innocent Mwatsikesimbe, This Is My Life"
